raw_text,link,page_found,scrape_timestamp,price,size,district,rooms,has_outdoor,is_neubau,is_furnished,price_per_m2,dist_center,dist_ubahn,nearest_ubahn,fingerprint
"Tolle Single-, Studentenwohnung- WOHNEN im Herzen von Favoriten- in nur 3 Min. bei der U1 Reumannplatz | 1100 Wien, 10. Bezirk, Favoriten | 30 m² | 1 Zimmer | RIMMO Prime Vermittlungs GmbH | € 738,76",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/tolle-single-studentenwohnung-wohnen-im-herzen-von-favoriten-in-nur-3-min-bei-der-u1-reumannplatz-1275086138/,1,2026-01-19T07:24:11.360625,738.76,30.0,1100.0,1.0,0,0,0,24.625333333333334,5.852546811736052,3.2766015505325448,Südtiroler Platz (U1),ed0e5f4d8c
"Coole DG Wohnung- Bezugsfertig- in nur 3 Min. zu Fuß bei der U1 | 1100 Wien, 10. Bezirk, Favoriten | 37 m² | 1 Zimmer | RIMMO Prime Vermittlungs GmbH | € 897,68",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/coole-dg-wohnung-bezugsfertig-in-nur-3-min-zu-fuss-bei-der-u1-1177362850/,1,2026-01-19T07:24:11.375361,897.68,37.0,1100.0,1.0,0,0,0,24.26162162162162,5.852546811736052,3.2766015505325448,Südtiroler Platz (U1),1e0a7f7252
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 49 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.498,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1214139166/,1,2026-01-19T07:24:11.391183,1498.99,49.0,1220.0,2.0,1,0,0,30.591632653061225,7.413418410825834,6.441728552789552,Nestroyplatz (U1),f58c31dd30
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 73 m² | 3 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 2.323,84",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1503426068/,1,2026-01-19T07:24:11.407359,2323.84,73.0,1220.0,3.0,1,0,0,31.83342465753425,7.413418410825834,6.441728552789552,Nestroyplatz (U1),f27b567ac3
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 47 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.349",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-852589107/,1,2026-01-19T07:24:11.425625,1349.0,47.0,1220.0,2.0,1,0,0,28.70212765957447,7.413418410825834,6.441728552789552,Nestroyplatz (U1),d62c339b74
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 51 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.599,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1606623902/,1,2026-01-19T07:24:11.442194,1599.99,51.0,1220.0,2.0,1,0,0,31.37235294117647,7.413418410825834,6.441728552789552,Nestroyplatz (U1),c52eae5e0c
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 51 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.598,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1668204135/,1,2026-01-19T07:24:11.458894,1598.99,51.0,1220.0,2.0,1,0,0,31.352745098039215,7.413418410825834,6.441728552789552,Nestroyplatz (U1),e74ead851b
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 51 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.499",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1478323019/,1,2026-01-19T07:24:11.475972,1499.0,51.0,1220.0,2.0,1,0,0,29.392156862745097,7.413418410825834,6.441728552789552,Nestroyplatz (U1),acdb771b28
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 49 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.499",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1604938252/,1,2026-01-19T07:24:11.492460,1499.0,49.0,1220.0,2.0,1,0,0,30.591836734693878,7.413418410825834,6.441728552789552,Nestroyplatz (U1),7468f75e95
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 49 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.450",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1497147614/,1,2026-01-19T07:24:11.509148,1450.0,49.0,1220.0,2.0,1,0,0,29.591836734693878,7.413418410825834,6.441728552789552,Nestroyplatz (U1),a3b6cf6f81
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 46 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.350",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1833660937/,1,2026-01-19T07:24:11.525135,1350.0,46.0,1220.0,2.0,1,0,0,29.347826086956523,7.413418410825834,6.441728552789552,Nestroyplatz (U1),25514dc849
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 46 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.349",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-913449869/,1,2026-01-19T07:24:11.541323,1349.0,46.0,1220.0,2.0,1,0,0,29.32608695652174,7.413418410825834,6.441728552789552,Nestroyplatz (U1),5df914d53b
"Altbauwohnung mit Balkon in der Boltzmanngasse | 1090 Wien, 09. Bezirk, Alsergrund, Boltzmanngasse | 130 m² | 4 Zimmer | Balkon | Vienna Housing Service | € 2.490",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/altbauwohnung-mit-balkon-in-der-boltzmanngasse-1356713743/,1,2026-01-19T07:24:11.594349,2490.0,130.0,1090.0,4.0,1,0,0,19.153846153846153,2.0359772337970066,1.6657853591672998,Nestroyplatz (U1),6882bf93a3
"Großzügig angelegte Dachgeschoss Maisonette mit ca. 70qm Terrasse | 1010 Wien, 01. Bezirk, Innere Stadt | 197 m² | 5 Zimmer | Terrasse | Rustler Immobilientreuhand GesmbH | € 4.431,11",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/grosszuegig-angelegte-dachgeschoss-maisonette-mit-ca-70qm-terrasse-1730453960/,1,2026-01-19T07:24:11.610069,4431.11,197.0,1010.0,5.0,1,0,0,22.492944162436547,0.03228056867712459,0.0,Stephansplatz (U1/U3),c3d9490128
"++ 1 MONAT MIETFREI ++ 1 Zimmer Wohnung in Wien 1210 Wien | 1210 Wien, 21. Bezirk, Floridsdorf | 36 m² | 1 Zimmer | Rustler Immobilientreuhand GesmbH | € 711,44",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-1-monat-mietfrei-1-zimmer-wohnung-in-wien-1210-wien-1039868832/,1,2026-01-19T07:24:11.624530,711.44,36.0,1210.0,1.0,0,0,0,19.762222222222224,7.830344675986125,4.853677079613875,Floridsdorf (U6),57e91e0ae0
"Wohnen im Herzen Wiens: Charmante Altbauwohnung Nähe Graben / Kohlmarkt / Goldenes Quartier / Stephansplatz | 1010 Wien, 01. Bezirk, Innere Stadt | 147 m² | 4 Zimmer | Balkon | Spiegelfeld Immobilien GmbH | € 3.752,17",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wohnen-im-herzen-wiens-charmante-altbauwohnung-naehe-graben-kohlmarkt-goldenes-quartier-stephansplatz-1429643341/,2,2026-01-19T07:24:19.165042,3752.17,147.0,1010.0,4.0,1,0,0,25.52496598639456,0.03228056867712459,0.0,Stephansplatz (U1/U3),d029f8edcf
"Girardigasse 1, 2BD, Washing Machine, Elevator | 1060 Wien, 06. Bezirk, Mariahilf, Girardigasse 1 | 86 m² | 3 Zimmer | Blueground Austria GmbH | € 2.890",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/girardigasse-1-2bd-washing-machine-elevator-1011001945/,2,2026-01-19T07:24:19.180372,2890.0,86.0,1060.0,3.0,0,0,0,33.604651162790695,2.3165823996456854,0.9572671906655237,Längenfeldgasse (U4/U6),ce540cdd59
"NÄHE U3-ZIPPERERSTRASSE/ SINGLEWOHNUNG! UNBEFRISTETE 40 M2 ALTBAU, WOHNSCHLAFZIMMER, EINBAUKÜCHE, GESAMTMIETE EUR 690,-- | 1110 Wien, 11. Bezirk, Simmering, Schneidergasse | 40 m² | 1 Zimmer | Georg Bednar | € 690",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/naehe-u3-zippererstrasse-singlewohnung-unbefristete-40-m2-altbau-wohnschlafzimmer-einbaukueche-gesamtmiete-eur-690-1393886320/,2,2026-01-19T07:24:19.222174,690.0,40.0,1110.0,1.0,0,0,1,17.25,6.4757253638851155,4.909890201536124,Südtiroler Platz (U1),a7ed2ce693
"Sunny 3 rooms apartment (2BR) quiet & central near metro U3 | 1030 Wien, 03. Bezirk, Landstraße, Baumgasse | 90 m² | 3 Zimmer | Privat | € 1.790",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/sunny-3-rooms-apartment-2br-quiet-central-near-metro-u3-778369848/,2,2026-01-19T07:24:19.236052,1790.0,90.0,1030.0,3.0,0,0,0,19.88888888888889,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),39531a98ba
"Top-DG Wohnung - rund 175m² in zentraler Lage des ersten Bezirks - mit 360° Terrassenfläche - unbefristet! | 1010 Wien, 01. Bezirk, Innere Stadt | 175 m² | 3 Zimmer | Terrasse | Yellowbird Immobilienmakler GmbH | € 3.977,77",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/top-dg-wohnung-rund-175m-in-zentraler-lage-des-ersten-bezirks-mit-360-terrassenflaeche-unbefristet-1351904869/,2,2026-01-19T07:24:19.251943,3977.77,175.0,1010.0,3.0,1,0,0,22.730114285714286,0.03228056867712459,0.0,Stephansplatz (U1/U3),d1d6b634b0
"2 big rooms Apartment, all bills included, fully furnished | 1030 Wien, 03. Bezirk, Landstraße, Klimschgasse 22 | 81 m² | 2 Zimmer | Privat | € 1.550",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/2-big-rooms-apartment-all-bills-included-fully-furnished-1701799685/,2,2026-01-19T07:24:19.286294,1550.0,81.0,1030.0,2.0,0,0,0,19.135802469135804,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),ed9fb2b248
"Design & View - DC-FLATS - Erstbezug mit Terrasse über Wien | 1220 Wien, 22. Bezirk, Donaustadt | 71 m² | 3 Zimmer | Terrasse, Dachterrasse | Hubner Immobilien | € 2.495",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/design-view-dc-flats-erstbezug-mit-terrasse-ueber-wien-844612226/,2,2026-01-19T07:24:19.309978,2495.0,71.0,1220.0,3.0,1,0,0,35.140845070422536,7.413418410825834,6.441728552789552,Nestroyplatz (U1),86a187db98
"Moderne 3-Zimmer Wohnung mit Balkon & Loggia - U-Bahn Nähe U1 Kagran | 1220 Wien, 22. Bezirk, Donaustadt, Tokiostraße | 61 m² | 3 Zimmer | Balkon, Loggia | Privat | € 1.429",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/moderne-3-zimmer-wohnung-mit-balkon-loggia-u-bahn-naehe-u1-kagran-1463808437/,2,2026-01-19T07:24:19.326413,1429.0,61.0,1220.0,3.0,1,0,0,23.42622950819672,7.413418410825834,6.441728552789552,Nestroyplatz (U1),7d39c42677
"Genossenschaftswohnung im 22. Bezirk, 59m2 | 1220 Wien, 22. Bezirk, Donaustadt | 59 m² | 2 Zimmer | Balkon | Privat | € 630",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/genossenschaftswohnung-im-22-bezirk-59m2-2082346731/,2,2026-01-19T07:24:19.340868,630.0,59.0,1220.0,2.0,1,0,0,10.677966101694915,7.413418410825834,6.441728552789552,Nestroyplatz (U1),f306d37543
"Apartment all bills included, fully furnished | 1030 Wien, 03. Bezirk, Landstraße, Klimschgasse 22 | 30 m² | 1 Zimmer | Balkon | Privat | € 849",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/apartment-all-bills-included-fully-furnished-2117780437/,2,2026-01-19T07:24:19.355219,849.0,30.0,1030.0,1.0,1,0,0,28.3,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),af10db2b18
"Gemütliche 2-Zimmer-Wohnung mit Garten im 3. Bezirk sucht Nachmieter | 1030 Wien, 03. Bezirk, Landstraße | 47 m² | 2 Zimmer | Terrasse, Garten | Privat | € 910",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/gemuetliche-2-zimmer-wohnung-mit-garten-im-3-bezirk-sucht-nachmieter-1981164033/,2,2026-01-19T07:24:19.370149,910.0,47.0,1030.0,2.0,1,0,0,19.361702127659573,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),ac6fb56185
"Erstklassige Dachgeschoßwohnung mit Loggia (Nähe Hauptbahnhof) - provisionsfrei! | 1100 Wien, 10. Bezirk, Favoriten | 50 m² | 2 Zimmer | Loggia | Privat | € 920",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/erstklassige-dachgeschosswohnung-mit-loggia-naehe-hauptbahnhof-provisionsfrei-1571856241/,2,2026-01-19T07:24:19.384605,920.0,50.0,1100.0,2.0,1,0,0,18.4,5.852546811736052,3.2766015505325448,Südtiroler Platz (U1),3d715867e6
"TOP LAGE (S-BAHN RENNWEG) / Charmante 2-Zimmerwohnung / sofort beziehbar | 1030 Wien, 03. Bezirk, Landstraße, Steingasse | 43 m² | 2 Zimmer | Privat | € 900",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/top-lage-s-bahn-rennweg-charmante-2-zimmerwohnung-sofort-beziehbar-1365975760/,2,2026-01-19T07:24:19.398398,900.0,43.0,1030.0,2.0,0,0,0,20.930232558139537,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),1fdc857173
"++NEW++ Exclusive first occupancy: Modern 2-room flat with loggia on the 3rd floor - Mollardgasse 50 | 1060 Wien, 06. Bezirk, Mariahilf, Mollardgasse 50 | 50 m² | 2 Zimmer | Loggia | KeyLiving GmbH | € 1.425",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/-new-exclusive-first-occupancy-modern-2-room-flat-with-loggia-on-the-3rd-floor-mollardgasse-50-1461744948/,2,2026-01-19T07:24:19.414173,1425.0,50.0,1060.0,2.0,1,0,0,28.5,2.3165823996456854,0.9572671906655237,Längenfeldgasse (U4/U6),0fdfe65fee
"++NEW++ Exclusive first occupancy: 3-room flat with balcony on the 1st floor - Mollardgasse 50 | 1060 Wien, 06. Bezirk, Mariahilf, Mollardgasse 50 | 71 m² | 3 Zimmer | Balkon | KeyLiving GmbH | € 1.975",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/-new-exclusive-first-occupancy-3-room-flat-with-balcony-on-the-1st-floor-mollardgasse-50-863834979/,2,2026-01-19T07:24:19.429972,1975.0,71.0,1060.0,3.0,1,0,0,27.816901408450704,2.3165823996456854,0.9572671906655237,Längenfeldgasse (U4/U6),74b83a2bca
"Wunderschöne topsanierte 5-Zimmer & Loggia Altbauwohnung Nähe Schönbrunn | 1140 Wien, 14. Bezirk, Penzing, Diesterweggasse | 132 m² | 5 Zimmer | Loggia | Privat | € 1.800",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/wunderschoene-topsanierte-5-zimmer-loggia-altbauwohnung-naehe-schoenbrunn-1948058901/,2,2026-01-19T07:24:19.444772,1800.0,132.0,1140.0,5.0,1,0,0,13.636363636363637,8.249117099411702,5.272188786768713,Nußdorfer Straße (U6),7c35f2aa86
"++NEW++ First occupancy: Bright 3-room flat with terrace on the 4th floor - Mollardgasse 50 | 1060 Wien, 06. Bezirk, Mariahilf, Mollardgasse 50 | 67 m² | 3 Zimmer | Balkon | KeyLiving GmbH | € 2.075",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/-new-first-occupancy-bright-3-room-flat-with-terrace-on-the-4th-floor-mollardgasse-50-793641778/,2,2026-01-19T07:24:19.460380,2075.0,67.0,1060.0,3.0,1,0,0,30.970149253731343,2.3165823996456854,0.9572671906655237,Längenfeldgasse (U4/U6),b05bb1e713
"Lichtdurchflutete Dachgeschoßwohnung mit Terrasse, Lift & Garagenplatz - Ruhelage beim Rochusmarkt | 1030 Wien, 03. Bezirk, Landstraße | 130 m² | 4 Zimmer | Terrasse, Balkon | Privat | € 2.510",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/lichtdurchflutete-dachgeschosswohnung-mit-terrasse-lift-garagenplatz-ruhelage-beim-rochusmarkt-1937004039/,2,2026-01-19T07:24:19.474725,2510.0,130.0,1030.0,4.0,1,0,0,19.307692307692307,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),91081fae9c
"AB MÄRZ: ENTSPANNUNG im GRÜNEN und trotzdem ZENTRAL | Moderne Wohnung mit 2 Zimmern und Balkon | 1030 Wien, 03. Bezirk, Landstraße, Grasbergergasse | 62 m² | 2 Zimmer | Balkon, Loggia | OPTIN Immobilien GmbH | € 1.150",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/ab-maerz-entspannung-im-gruenen-und-trotzdem-zentral-moderne-wohnung-mit-2-zimmern-und-balkon-1562946388/,2,2026-01-19T07:24:19.489361,1150.0,62.0,1030.0,2.0,1,0,0,18.548387096774192,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),842def77c0
"TRAUMHAFTE NEUBAUWOHNUNG IN GRÜN-RUHELAGE | HELLE 4 ZIMMER MIT BALKON | TOPLAGE | 1190 Wien, 19. Bezirk, Döbling | 126 m² | 4 Zimmer | Balkon | Immosan Immobilienvermittlung- u. Verwertungs GmbH | € 2.702",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/traumhafte-neubauwohnung-in-gruen-ruhelage-helle-4-zimmer-mit-balkon-toplage-2114815100/,2,2026-01-19T07:24:19.505224,2702.0,126.0,1190.0,4.0,1,1,0,21.444444444444443,5.985980651446811,3.4946354996116806,Floridsdorf (U6),6fc413c0f0
"AB APRIL: GEKÜHLTE NEUBAUWOHNUNGEN MIT FREIFLÄCHE | 1030 Wien, 03. Bezirk, Landstraße, Grasbergergasse | 47 m² | 2 Zimmer | Balkon, Loggia | OPTIN Immobilien GmbH | € 900",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/ab-april-gekuehlte-neubauwohnungen-mit-freiflaeche-1555577081/,2,2026-01-19T07:24:19.519707,900.0,47.0,1030.0,2.0,1,1,0,19.148936170212767,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),b54377b871
"AB APRIL: GEKÜHLTE NEUBAUWOHNUNGEN MIT FREIFLÄCHE | 1030 Wien, 03. Bezirk, Landstraße, Grasbergergasse | 39 m² | 2 Zimmer | Terrasse, Loggia | OPTIN Immobilien GmbH | € 789,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/ab-april-gekuehlte-neubauwohnungen-mit-freiflaeche-1452069177/,2,2026-01-19T07:24:19.534882,789.99,39.0,1030.0,2.0,1,1,0,20.256153846153847,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),1679abe39d
"traumhafte Villenetage in einem sehr prächtigen, stilvollen Altbauhaus in bester Cottagelage gelegen! | 1190 Wien, 19. Bezirk, Döbling | 157 m² | 5 Zimmer | Trimond Immobilienmakler GesmbH | € 2.691,87",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/traumhafte-villenetage-in-einem-sehr-praechtigen-stilvollen-altbauhaus-in-bester-cottagelage-gelegen-1595660430/,2,2026-01-19T07:24:19.550448,2691.87,157.0,1190.0,5.0,0,0,0,17.145668789808916,5.985980651446811,3.4946354996116806,Floridsdorf (U6),59fd893c34
"Südseitige Altbauwohnung vis á vis vom Arenbergpark | 1030 Wien, 03. Bezirk, Landstraße | 145 m² | 4 Zimmer | Balkon | Antonia Drössler Immobilien | € 2.818,69",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/suedseitige-altbauwohnung-vis-a-vis-vom-arenbergpark-830167300/,2,2026-01-19T07:24:19.566235,2818.69,145.0,1030.0,4.0,1,0,0,19.439241379310346,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),6e773cc1a0
"Ruhige Stadtwohnung im 7. Stock am Passauer Platz | 1010 Wien, 01. Bezirk, Innere Stadt, Passauer Platz 5 | 68 m² | 2 Zimmer | Gewerblicher Anbieter | € 1.578,73",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/ruhige-stadtwohnung-im-7-stock-am-passauer-platz-947129624/,2,2026-01-19T07:24:19.581190,1578.73,68.0,1010.0,2.0,0,0,0,23.216617647058825,0.03228056867712459,0.0,Stephansplatz (U1/U3),0269577b34
"AB APRIL: Neubauwohnung mit 2 Zimmern | Eigener, ruhiger Balkon | 1030 Wien, 03. Bezirk, Landstraße, Grasbergergasse | 51 m² | 2 Zimmer | Balkon, Loggia | OPTIN Immobilien GmbH | € 950",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/ab-april-neubauwohnung-mit-2-zimmern-eigener-ruhiger-balkon-1170850165/,2,2026-01-19T07:24:19.596812,950.0,51.0,1030.0,2.0,1,1,0,18.627450980392158,1.96540338263234,1.781984567677369,Schwedenplatz (U1/U4),c8caf9707d
"NÄHE MATZLEINSDORFER-PLATZ/ ERSTBEZUG! TOPSANIERTE, UNBEFRISTETE 51 M2 ALTBAUMIETE, WOHNZIMMER, SCHLAFZIMMER, EINBAUKÜCHE, GESAMTMIETE 1.099,-- | 1050 Wien, 05. Bezirk, Margareten, Jahngasse | 51 m² | 2 Zimmer | Georg Bednar | € 1.099",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/naehe-matzleinsdorfer-platz-erstbezug-topsanierte-unbefristete-51-m2-altbaumiete-wohnzimmer-schlafzimmer-einbaukueche-gesamtmiete-1-099-1121788450/,2,2026-01-19T07:24:19.611224,1099.0,51.0,1050.0,2.0,0,0,1,21.54901960784314,2.5629350577490357,1.2523175106784963,Längenfeldgasse (U4/U6),bc587b59f0
"Privat ! 2 Zimmer Neubauwohnung komplett möbliert inkl. Klimaanlage und Fitness in DC Living | 1220 Wien, 22. Bezirk, Donaustadt, Donaucitystr. 1220 Wien | 62 m² | 2 Zimmer | Balkon | Privat | € 1.500",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/privat-2-zimmer-neubauwohnung-komplett-moebliert-inkl-klimaanlage-und-fitness-in-dc-living-919119594/,2,2026-01-19T07:24:19.626719,1500.0,62.0,1220.0,2.0,1,1,1,24.193548387096776,7.413418410825834,6.441728552789552,Nestroyplatz (U1),ed69bdf797
"Nette 2-Zimmer Wohnung nahe U3 - Ottakring | 1160 Wien, 16. Bezirk, Ottakring, Redtenbachergasse | 55 m² | 2 Zimmer | Privat | € 749",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/nette-2-zimmer-wohnung-nahe-u3-ottakring-2113557029/,3,2026-01-19T07:24:25.643685,749.0,55.0,1160.0,2.0,0,0,0,13.618181818181819,5.083267624585634,2.0524532403826514,Nußdorfer Straße (U6),294040cdad
"Luxuriöse Wohnung in nobler Döblinger Lage | 1190 Wien, 19. Bezirk, Döbling, Hofzeile 11 | 128 m² | 4 Zimmer | Balkon, Loggia | Privat | € 3.900",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/luxurioese-wohnung-in-nobler-doeblinger-lage-1783569144/,3,2026-01-19T07:24:25.659826,3900.0,128.0,1190.0,4.0,1,0,0,30.46875,5.985980651446811,3.4946354996116806,Floridsdorf (U6),7067150efd
"Exklusive Dachgeschosswohnung mit Terrasse und Grünblick - 1190 Wien, Rodlergasse | 1190 Wien, 19. Bezirk, Döbling, Rodlergasse 7 | 183 m² | 4 Zimmer | Privat | € 3.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/exklusive-dachgeschosswohnung-mit-terrasse-und-gruenblick-1190-wien-rodlergasse-1742317119/,3,2026-01-19T07:24:25.703315,3300.0,183.0,1190.0,4.0,1,0,0,18.0327868852459,5.985980651446811,3.4946354996116806,Floridsdorf (U6),5b53cd8541
"Traumhafte Altbauwohnung mit Wintergarten, Garten & Blick ins Grüne in 1180 | 1180 Wien, 18. Bezirk, Währing, Gersthofer Straße | 200 m² | 5 Zimmer | Terrasse, Balkon, Wintergarten, Garten | Privat | € 3.450",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/traumhafte-altbauwohnung-mit-wintergarten-garten-blick-ins-gruene-in-1180-1236522611/,3,2026-01-19T07:24:25.719147,3450.0,200.0,1180.0,5.0,1,0,0,17.25,4.063677328064962,2.071619426532513,Nußdorfer Straße (U6),d6df43ff8f
