raw_text,link,page_found,scrape_timestamp,price,size,rooms,district,has_balkon,has_terrasse,is_neubau,is_furnished,listing_id,scrape_date,status,first_seen,last_seen,days_on_market,price_change,price_change_pct,removed_date
"NEUBAU Wohnung in Brigittenau | 1200 Wien, 20. Bezirk, Brigittenau | 51 m² | 2 Zimmer | Privat | € 895",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/neubau-wohnung-in-brigittenau-1982219719/,7,2026-01-12T22:55:29.381262,895.0,51.0,2.0,1200.0,0.0,0.0,1.0,0.0,6851cd0861d3,2026-01-13 08:19:56.345037,removed,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
"Über den Dächern Wiens!! Dachgeschoßwohnung in 1140 Wien | 1140 Wien, 14. Bezirk, Penzing | 75 m² | 2 Zimmer | Terrasse, Balkon | Immo-Company Haas & Urban Immobilien GmbH | € 1.895,32",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/ueber-den-daechern-wiens-dachgeschosswohnung-in-1140-wien-1443972953/,7,2026-01-12T22:55:29.515256,1895.32,75.0,2.0,1140.0,1.0,1.0,0.0,0.0,f506fc0d16ed,2026-01-13 08:19:56.345037,removed,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
"Außergewöhnliche Kombination aus Wohnraum und Atelier-/Lagerebene in hervorragender Lage des 18. Bezirks. | 1180 Wien, 18. Bezirk, Währing | 95 m² | 2 Zimmer | Hubner Immobilien | € 1.124,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/aussergewoehnliche-kombination-aus-wohnraum-und-atelier-lagerebene-in-hervorragender-lage-des-18-bezirks-1572496431/,7,2026-01-12T22:55:29.716828,1124.99,95.0,2.0,1180.0,0.0,0.0,0.0,0.0,340fc0e11fb7,2026-01-13 08:19:56.345037,removed,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
"NEUE KÜCHE: Großzügige 2 Zimmer Wohnung mit Balkon in 1210 Wien | 1210 Wien, 21. Bezirk, Floridsdorf | 58 m² | 2 Zimmer | Balkon | ÖRAG Immobilien Vermittlung GmbH | € 1.045,56",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/neue-kueche-grosszuegige-2-zimmer-wohnung-mit-balkon-in-1210-wien-1774104274/,8,2026-01-12T22:55:35.271796,1045.56,58.0,2.0,1210.0,1.0,0.0,0.0,0.0,0799a3bae9cb,2026-01-13 08:19:56.345037,removed,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
"Leben am Wasser - MARINA TOWER - Exklusive 4-Zimmer-Wohnung mit Loggia in Blickrichtung Donau | 1020 Wien, 02. Bezirk, Leopoldstadt, Wehlistraße 291 | 94 m² | 4 Zimmer | Balkon, Loggia | OPTIN Immobilien GmbH | € 2.228,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/leben-am-wasser-marina-tower-exklusive-4-zimmer-wohnung-mit-loggia-in-blickrichtung-donau-1186123689/,9,2026-01-12T22:55:42.784848,2228.99,94.0,4.0,1020.0,1.0,0.0,0.0,0.0,e73b8899c829,2026-01-13 08:19:56.345037,removed,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
"NEU! MODERNE 3 ZIMMER NEUBAUWOHNUNG MIT EINER LOGGIA BEIM BADETEICH SÜSSENBRUNN! | 1220 Wien, 22. Bezirk, Donaustadt, Spindlerweg 3 | 67 m² | 3 Zimmer | Terrasse, Balkon, Loggia | D.E.I.N. Immobilien GmbH | € 1.150",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/neu-moderne-3-zimmer-neubauwohnung-mit-einer-loggia-beim-badeteich-suessenbrunn-1895812343/,9,2026-01-12T22:55:43.055733,1150.0,67.0,3.0,1220.0,1.0,1.0,1.0,0.0,c9352a40dbb0,2026-01-13 08:19:56.345037,removed,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
"NEU: TRAUM-DACHGESCHOSS 2-ZIMMER NÄHE BADETEICH SÜSSENBRUNN | 1220 Wien, 22. Bezirk, Donaustadt, Spindlerweg | 44 m² | 2 Zimmer | Terrasse, Balkon, Loggia | D.E.I.N. Immobilien GmbH | € 825",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/neu-traum-dachgeschoss-2-zimmer-naehe-badeteich-suessenbrunn-1703745875/,9,2026-01-12T22:55:43.077409,825.0,44.0,2.0,1220.0,1.0,1.0,0.0,0.0,b5b8e53bfdf2,2026-01-13 08:19:56.345037,removed,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
"room4rent_Serviced Apartments_Messecarrée Nord_LARGE | 1020 Wien, 02. Bezirk, Leopoldstadt, Vorgartenstraße 206 | 38 m² | 1 Zimmer | Balkon, Loggia | room4rent | € 1.245",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/room4rent-serviced-apartments-messecarree-nord-large-1111006694/_NEW9748,10,2026-01-12T22:55:49.979059,1245.0,38.0,1.0,1020.0,1.0,0.0,0.0,0.0,62b11d1a994e,2026-01-13 08:19:56.345037,removed,2026-01-13 08:19:56.345037,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
"room4rent_Serviced Apartments_Hoch33_SUITE | 1100 Wien, 10. Bezirk, Favoriten, Laaer-Berg-Straße 47A | 44 m² | 2 Zimmer | Balkon | room4rent | € 1.640",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/room4rent-serviced-apartments-hoch33-suite-1642751001/_NEW9748,2,,,,,,,,,,18c7b72d8461,2026-01-13 08:19:56.345037,removed,2026-01-13 08:19:56.345037,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
"IU | Traumhafte 3-Zimmer Wohnung mit atemberaubender 144 m² großen Terrasse | 1030 Wien, 03. Bezirk, Landstraße, Wehleweg | 108 m² | 3 Zimmer | Terrasse, Loggia, Garten | EDEX Immobilien GmbH | € 2.799",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/iu-traumhafte-3-zimmer-wohnung-mit-atemberaubender-144-m-grossen-terrasse-1299603159/_NEW9748,5,2026-01-12T22:55:16.098642,2799.0,144.0,3.0,1030.0,0.0,1.0,0.0,0.0,23ec2d764e67,2026-01-13 08:19:56.345037,removed,2026-01-13 08:19:56.345037,2026-01-13 08:20:10.566193,0,0.0,0.0,2026-01-13 08:20:10.566193
